time,open,high,low,close,volume,simple_return,log_return
2022-01-01 01:00:00,3723.04,3748.45,3714.1,3724.89,8997.7569,0.0004969057544372824,0.0004967823376555327
2022-01-01 02:00:00,3724.88,3738.47,3722.23,3728.32,5028.4531,0.0009208325614984414,0.000920408855283653
2022-01-01 03:00:00,3728.41,3737.0,3721.84,3723.96,3543.1853,-0.0011694275169513713,-0.0011701118308657776
2022-01-01 04:00:00,3723.96,3728.07,3707.24,3708.21,6117.282,-0.004229368736506256,-0.004238337814419282
2022-01-01 05:00:00,3708.2,3765.27,3702.84,3735.61,9353.2056,0.007389009791786361,0.007361844791828418
2022-01-01 06:00:00,3735.6,3742.67,3708.33,3711.92,5239.0026,-0.00634166842898487,-0.006361862228408152
2022-01-01 07:00:00,3711.93,3724.93,3701.0,3715.31,6541.6499,0.0009132739929740286,0.0009128572120184091
2022-01-01 08:00:00,3715.32,3733.84,3708.6,3721.4,4013.6403,0.001639163353798212,0.0016378213918111294
2022-01-01 09:00:00,3721.14,3730.0,3709.38,3718.67,4515.6636,-0.0007335948836459938,-0.0007338640960425928
2022-01-01 10:00:00,3718.67,3731.88,3673.46,3691.39,10412.4737,-0.007335956134854715,-0.007362996587272646
2022-01-01 11:00:00,3691.39,3712.19,3691.02,3693.37,4786.2173,0.0005363833136027285,0.0005362395114929098
2022-01-01 12:00:00,3693.38,3718.24,3693.37,3716.28,6595.553,0.006203007009858208,0.006183847551889922
2022-01-01 13:00:00,3716.28,3724.93,3706.32,3710.03,5715.5972,-0.0016817893161978903,-0.0016832051114521536
2022-01-01 14:00:00,3710.04,3713.68,3691.88,3697.61,5365.4474,-0.0033476818246752638,-0.0033532978487522277
2022-01-01 15:00:00,3697.04,3745.36,3693.22,3725.3,9380.2088,0.007488621028177711,0.007460720510084287
2022-01-01 16:00:00,3725.29,3749.98,3718.71,3727.62,6785.1471,0.0006227686360829043,0.0006225747961699636
2022-01-01 17:00:00,3727.61,3764.98,3727.24,3760.77,8926.8519,0.008893073864825407,0.008853763372281019
2022-01-01 18:00:00,3760.76,3766.0,3740.0,3752.58,6665.3581,-0.0021777455148812574,-0.002180120250985398
2022-01-01 19:00:00,3752.58,3757.86,3736.0,3747.61,4873.0628,-0.0013244221309072213,-0.0013252999530546296
2022-01-01 20:00:00,3747.6,3776.45,3740.35,3761.02,6487.7575,0.003578280557475333,0.0035718937429429706
2022-01-01 21:00:00,3761.02,3776.0,3745.91,3748.65,7198.952,-0.00328900138792132,-0.0032944220419419902
2022-01-01 22:00:00,3748.66,3764.15,3740.0,3757.89,3630.0868,0.002464887359449275,0.002461854507338752
2022-01-01 23:00:00,3757.89,3774.9,3745.0,3765.54,4947.9699,0.002035716851743974,0.002033647588007885
2022-01-02 00:00:00,3765.54,3771.0,3750.2,3761.58,6290.6611,-0.001051641995570396,-0.0010521953590079914
2022-01-02 01:00:00,3761.57,3763.66,3742.34,3747.0,4118.8931,-0.003876030816837628,-0.003883562091551723
2022-01-02 02:00:00,3747.0,3753.36,3741.8,3746.5,3989.1066,-0.0001334400854016149,-0.00013344898932191295
2022-01-02 03:00:00,3746.5,3760.87,3743.0,3758.55,3984.8703,0.0032163352462297734,0.0032111739041315026
2022-01-02 04:00:00,3758.13,3761.92,3717.3,3724.34,7402.0298,-0.009101914302057978,-0.009143589801335348
2022-01-02 05:00:00,3724.34,3745.74,3720.17,3744.69,4625.3465,0.005464055376254606,0.005449181581902271
2022-01-02 06:00:00,3744.69,3749.98,3737.55,3738.52,3775.6677,-0.0016476664289968301,-0.0016490253242032588
2022-01-02 07:00:00,3738.52,3751.93,3734.2,3747.22,3462.824,0.0023271241025859535,0.002324420542825201
2022-01-02 08:00:00,3747.22,3748.64,3732.39,3744.0,4211.9792,-0.000859303697140712,-0.0008596731102031732
2022-01-02 09:00:00,3744.0,3770.0,3738.17,3753.48,5684.8528,0.002532051282051251,0.0025288510411814475
2022-01-02 10:00:00,3753.49,3758.8,3740.0,3743.16,3436.4218,-0.0027494485117811607,-0.0027532351877803834
2022-01-02 11:00:00,3743.17,3756.98,3741.02,3744.01,3543.5882,0.00022708086215939005,0.00022705508320294178
2022-01-02 12:00:00,3744.06,3759.83,3730.33,3753.95,5411.3372,0.002654907438815579,0.0026513893974017873
2022-01-02 13:00:00,3753.95,3756.94,3739.86,3745.28,4588.9759,-0.0023095672558237634,-0.0023122384198929428
2022-01-02 14:00:00,3745.29,3757.43,3743.0,3752.59,4998.8423,0.0019517899863294996,0.0019498877190694177
2022-01-02 15:00:00,3752.6,3790.38,3751.79,3778.17,9828.9944,0.006816625317447311,0.006793497171536315
2022-01-02 16:00:00,3778.17,3849.92,3778.08,3838.62,19488.0477,0.015999809431550105,0.015873161588900616
2022-01-02 17:00:00,3838.63,3857.44,3811.1,3823.82,16148.5809,-0.00385555225575851,-0.003863004057397447
2022-01-02 18:00:00,3823.82,3825.0,3771.91,3795.06,12193.3706,-0.0075212745369813705,-0.007549701952275391
2022-01-02 19:00:00,3795.06,3806.3,3784.2,3798.72,6647.9177,0.0009644116298557215,0.0009639468837401916
2022-01-02 20:00:00,3799.0,3814.42,3794.24,3810.26,6164.3283,0.0030378653862355165,0.003033260397050738
2022-01-02 21:00:00,3810.27,3827.8,3802.01,3811.57,4056.87,0.00034380855899596163,0.000343749470376403
2022-01-02 22:00:00,3811.57,3833.33,3810.21,3827.7,4711.8086,0.004231851966512323,0.00422292286321091
2022-01-02 23:00:00,3827.7,3840.02,3820.09,3828.27,6026.1116,0.0001489144917312668,0.00014890340506897249
2022-01-03 00:00:00,3828.11,3828.79,3805.82,3807.03,7307.3185,-0.00554819801111206,-0.005563646428781503
2022-01-03 01:00:00,3807.03,3810.7,3794.67,3805.78,6809.3533,-0.00032833993953296225,-0.00032839385489294215
2022-01-03 02:00:00,3805.78,3806.68,3784.77,3798.45,9233.5562,-0.0019260177939871559,-0.0019278749512536219
2022-01-03 03:00:00,3798.45,3806.36,3775.7,3785.0,7953.6351,-0.003540918006028737,-0.003547201894399163
2022-01-03 04:00:00,3785.24,3799.73,3780.3,3791.87,5823.7729,0.0018150594451782354,0.0018134142152760261
2022-01-03 05:00:00,3791.87,3822.99,3790.72,3812.13,8723.2902,0.0053430101770366445,0.005328786938937491
